0,0.766667,4,25
1,0.766667,3,25
2,0.766667,4,25
3,0.766667,2,24
4,0.766667,3,25
5,0.766667,4,22
6,0.766667,5,21
7,0.766667,4,21
8,0.766667,4,20
9,0.766667,3,18
10,0.766667,4,18
11,0.766667,3,16
12,0.766667,3,17
13,0.766667,4,14
14,0.766667,3,15
15,0.766667,3,14
16,0.766667,2,13
17,0.766667,3,14
18,0.766667,4,11
19,0.766667,2,11
20,0.766667,5,11
21,0.766667,3,9
22,0.766667,3,7
23,0.766667,3,3
24,0.766667,4,6
25,0.766667,5,5
26,0.766667,4,7
27,0.766667,2,6
28,0.766667,3,5
29,0.766667,4,7
30,0.766667,2,6
31,0.766667,3,2
32,0.766667,4,5
33,0.766667,2,5
34,0.766667,3,6
35,0.766667,3,3
36,0.766667,2,4
37,0.766667,3,2
38,0.766667,3,1
39,0.766667,3,4
40,0.766667,2,2
41,0.766667,2,2
42,0.766667,4,2
43,0.766667,3,2
44,0.766667,3,1
45,0.766667,3,2
46,0.766667,4,1
47,0.766667,3,2
48,0.766667,3,3
49,0.766667,4,2
50,0.766667,6,5
51,0.766667,4,1
52,0.766667,3,1
53,0.766667,2,1
54,0.766667,2,2
55,0.766667,3,1
56,0.766667,4,2
57,0.766667,4,1
58,0.766667,3,2
59,0.766667,5,0
60,0.766667,6,2
61,0.766667,3,1
62,0.766667,5,3
63,0.766667,5,2
64,0.766667,3,1
65,0.766667,4,2
66,0.766667,3,2
67,0.766667,3,1
68,0.766667,3,1
69,0.766667,3,1
70,0.766667,4,0
71,0.766667,5,1
72,0.766667,3,1
73,0.766667,3,0
74,0.766667,4,0
75,0.766667,3,0
76,0.766667,3,1
77,0.766667,3,1
78,0.766667,3,0
79,0.766667,3,0
80,0.766667,3,1
81,0.766667,4,1
82,0.766667,3,2
83,0.766667,6,3
84,0.766667,3,1
85,0.766667,2,0
86,0.766667,3,0
87,0.766667,3,1
88,0.766667,5,1
89,0.766667,3,0
90,0.766667,3,3
91,0.766667,2,2
92,0.766667,3,0
93,0.766667,2,0
94,0.766667,4,0
95,0.766667,5,3
96,0.766667,3,0
97,0.766667,2,0
98,0.766667,2,1
99,0.766667,2,1
100,0.766667,4,1
