0,1.33333,3,9
1,1.33333,8,10
2,1.33333,6,10
3,1.33333,6,5
4,1.33333,7,8
5,1.33333,9,10
6,1.33333,7,7
7,1.33333,6,9
8,1.33333,5,6
9,1.33333,6,4
10,1.33333,6,8
11,1.33333,5,1
12,1.33333,5,5
13,1.33333,6,9
14,1.33333,6,3
15,1.33333,6,7
16,1.33333,9,5
17,1.33333,7,1
18,1.33333,5,0
19,1.33333,5,2
20,1.33333,5,7
21,1.33333,11,7
22,1.33333,5,0
23,1.33333,5,4
24,1.33333,6,1
25,1.33333,5,1
26,1.33333,5,0
27,1.33333,4,1
28,1.33333,6,2
29,1.33333,4,4
30,1.33333,4,1
31,1.33333,6,0
32,1.33333,4,0
33,1.33333,8,3
34,1.33333,4,2
35,1.33333,3,0
36,1.33333,5,1
37,1.33333,5,0
38,1.33333,6,1
39,1.33333,5,0
40,1.33333,6,0
41,1.33333,6,0
42,1.33333,6,0
43,1.33333,5,1
44,1.33333,5,1
45,1.33333,6,0
46,1.33333,4,0
47,1.33333,5,0
48,1.33333,7,2
49,1.33333,6,1
50,1.33333,4,0
51,1.33333,6,0
52,1.33333,6,0
53,1.33333,5,1
54,1.33333,6,0
55,1.33333,5,0
56,1.33333,5,1
57,1.33333,4,0
58,1.33333,5,0
59,1.33333,6,0
60,1.33333,8,0
61,1.33333,5,0
62,1.33333,7,0
63,1.33333,4,1
64,1.33333,4,0
65,1.33333,3,0
66,1.33333,6,0
67,1.33333,6,1
68,1.33333,4,0
69,1.33333,6,0
70,1.33333,7,0
71,1.33333,3,0
72,1.33333,5,0
73,1.33333,7,0
74,1.33333,5,0
75,1.33333,4,0
76,1.33333,3,1
77,1.33333,4,0
78,1.33333,5,0
79,1.33333,4,0
80,1.33333,4,0
81,1.33333,5,0
82,1.33333,5,0
83,1.33333,6,0
84,1.33333,4,0
85,1.33333,5,2
86,1.33333,4,0
87,1.33333,8,0
88,1.33333,6,1
89,1.33333,5,0
90,1.33333,5,0
91,1.33333,4,0
92,1.33333,4,1
93,1.33333,5,0
94,1.33333,4,0
95,1.33333,6,0
96,1.33333,5,1
97,1.33333,5,0
98,1.33333,5,0
99,1.33333,4,0
100,1.33333,6,0
