0,10.8333,28,7
1,9.23333,26,8
2,9.06667,30,9
3,8.2,27,9
4,8.9,24,7
5,8.36667,32,9
6,10.1667,23,8
7,11.8667,29,7
8,10.4,28,8
9,10.3333,24,9
10,11.4333,27,9
11,12.7667,26,8
12,11.6667,27,10
13,11.5333,26,10
14,12.7,28,8
15,11.6333,27,10
16,11.5667,24,8
17,11.5667,30,10
18,10.3333,28,9
19,11.2333,29,11
20,14,31,12
21,13.4667,26,10
22,13.5333,32,7
23,12.1,26,10
24,12.4,26,10
25,12.2667,32,9
26,13.5333,27,9
27,10.9,26,9
28,12.4333,31,12
29,13.3333,30,9
30,12.1333,31,10
31,13.4,29,9
32,11.9333,30,11
33,12.5667,25,9
34,10.4,24,10
35,10.2,23,9
36,12.8333,26,10
37,11.0333,27,9
38,12.5667,27,9
39,12.3667,24,10
40,12.6333,32,12
41,12.4667,27,10
42,12.6667,29,11
43,12.4333,24,10
44,12,26,9
45,13.7667,29,8
46,13.5667,31,11
47,11.3667,25,9
48,13.3333,28,10
49,12.8,32,8
50,10.8333,23,12
51,12.1667,28,10
52,12.5667,29,10
53,13.3667,25,10
54,14.3667,25,9
55,12.9,24,8
56,12.6,29,12
57,12.5,29,11
58,14.2333,31,10
59,13.2,30,10
60,14.0333,31,10
61,14.7667,29,11
62,12.1,24,9
63,13.7667,30,9
64,12.9,25,8
65,12.5,25,10
66,14.3667,31,9
67,13.0667,28,8
68,13.8667,34,10
69,12.4333,24,11
70,14.0667,26,9
71,14.1,29,9
72,13,29,10
73,12.9,27,10
74,15.2333,27,10
75,13.1667,28,10
76,14.0333,29,11
77,13.4,29,9
78,14.3333,26,9
79,13,26,12
80,13.9333,29,10
81,15.4333,29,10
82,13.3333,27,11
83,14.3333,27,9
84,12.3333,28,11
85,14.3667,31,10
86,14.6,33,8
87,14.1333,27,10
88,15.4667,29,9
89,13.9,28,9
90,14.7667,29,12
91,14.8,28,8
92,15.5667,33,11
93,14,27,9
94,15.4667,26,9
95,15.2,28,9
96,15.3,27,10
97,16.2333,27,7
98,14.8333,33,10
99,13.1,28,13
100,14.6333,29,10
