0,1.33333,7,16
1,0.7,6,12
2,0.933333,5,9
3,0.666667,2,11
4,0.7,4,13
5,1.03333,6,11
6,0.7,5,10
7,0.933333,8,7
8,0.566667,4,4
9,1.13333,5,4
10,1.2,7,8
11,1.73333,9,5
12,1.53333,6,9
13,2.03333,8,8
14,2.23333,6,8
15,1.7,6,7
16,1.36667,5,5
17,2.23333,5,5
18,1.86667,5,5
19,1.66667,5,5
20,2.06667,5,4
21,2.26667,5,7
22,2.23333,6,3
23,2.33333,6,5
24,2.73333,10,7
25,2.2,5,4
26,2.13333,5,0
27,2.66667,6,4
28,1.93333,7,3
29,2.06667,6,3
30,1.9,7,5
31,2.46667,6,3
32,1.93333,6,6
33,2.13333,5,4
34,2.06667,6,3
35,2.36667,9,5
36,1.66667,4,6
37,2.43333,5,2
38,1.73333,6,7
39,1.96667,8,6
40,2.3,5,4
41,2.26667,5,3
42,2.06667,6,4
43,2.16667,5,3
44,1.96667,6,4
45,2.03333,5,5
46,2.76667,9,4
47,2.4,7,4
48,2.6,6,5
49,2.66667,7,4
50,1.86667,5,4
51,2.36667,6,4
52,1.86667,6,7
53,2.26667,7,5
54,2.16667,8,8
55,2.6,7,6
56,1.36667,4,2
57,2.06667,6,8
58,2.33333,6,7
59,2.56667,6,3
60,2.43333,6,4
61,1.96667,5,4
62,1.96667,5,4
63,2.43333,6,4
64,1.86667,6,4
65,2.53333,5,5
66,2.46667,6,3
67,2.33333,7,4
68,2.26667,5,4
69,1.8,6,6
70,2.7,6,3
71,2.6,7,4
72,1.66667,8,6
73,2.1,6,2
74,1.3,6,1
75,1.73333,4,0
76,2.6,7,2
77,2.26667,6,2
78,2.06667,6,2
79,1.83333,6,6
80,1.7,4,4
81,1.7,4,2
82,3.03333,7,6
83,2.66667,7,1
84,2.76667,6,3
85,3.06667,6,2
86,1.8,8,3
87,2.73333,6,4
88,2.1,9,4
89,2.73333,7,3
90,1.83333,4,4
91,2.36667,7,4
92,2.3,5,5
93,2.16667,7,4
94,2.26667,6,3
95,1.86667,6,1
96,2.5,7,4
97,1.6,4,6
98,2.13333,5,1
99,3.03333,7,3
100,2.4,4,1
